Chinese Content,Replaced Content,SD Content,SD Prompt,Translated Content
国王带着一位身着华丽长裙、面容美丽但表情骄傲冷漠的新王后走进大厅，新王后手中捧着一面装饰精美的魔镜，镜面泛着奇异的光芒。,国王(character features: 一位中年男子，面容威严，身穿华丽的金色王袍，头戴镶嵌宝石的皇冠，腰间悬挂精致的宝剑，行走时步伐沉稳。)带着一位身着华丽长裙、面容美丽但表情骄傲冷漠的新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)走进大厅，新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)手中捧着一面装饰精美的魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)，镜面泛着奇异的光芒。,"a middle-aged king with a dignified appearance wearing a magnificent golden royal robe and a crown encrusted with jewels, standing beside a beautifully dressed new queen in a shimmering black and red silk gown adorned with gold-threaded embroidery, she has fair skin, deep brown curly hair, and deep brown eyes, her expression radiates pride and indifference, wearing an elegant emerald necklace and earrings, several rings hinting at her noble status, holding a beautifully decorated enormous silver magic mirror framed in black marble with complex patterns, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), dramatic lighting, vivid colors, intricate details",,"The king, a middle-aged man with a dignified appearance, donned a magnificent golden royal robe and wore a crown encrusted with jewels. At his side, a beautifully dressed new queen walked gracefully, her long gown shimmering in black and red silk, adorned with gold-threaded embroidery. The queen was a woman of about forty, beautiful yet somewhat aloof, with fair skin, deep brown curly hair, and deep brown eyes. Her expression radiated pride and indifference, complemented by an elegant emerald necklace and earrings, as well as several rings on her fingers that hinted at her noble status yet also conveyed a touch of arrogance.

Together, they entered the hall, where the queen held a beautifully decorated magic mirror in her hands. The enormous silver mirror, framed in black marble intricately carved with complex patterns, reflected a clear image with its smoothly polished surface. Although it had no distinct features, the mirror emanated an air of mystery, glimmering with an unusual light."
新王后站在宫殿内，对着魔镜喃喃自语，镜中浮现出模糊的影像，映衬出她那既自负又阴沉的神情。,新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)站在宫殿内，对着魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)喃喃自语，镜中浮现出模糊的影像，映衬出她那既自负又阴沉的神情。,"a beautiful yet slightly cold queen in her forties with fair skin and deep brown curly hair, dark brown eyes, wearing a long gown of black and red satin adorned with gold-thread embroidery, emerald necklace and earrings, rings on her fingers, exuding a noble aura tinged with arrogance, standing in a grand palace, in front of a massive silver magic mirror framed in black marble with intricate carvings, its smooth surface reflecting a clear image, capturing her proud and brooding expression, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic:1.37), dramatic lighting, rich colors, elegant atmosphere",,"The new queen, a woman in her forties with a beautiful yet slightly cold demeanor, stood in the palace. Her fair skin contrasted with her deep brown curly hair and dark brown eyes. She wore a long gown of black and red satin, adorned with gold-thread embroidery at the hem. Emerald necklace and earrings complemented her look, while multiple rings adorned her fingers, exuding a noble aura tinged with arrogance. She quietly murmured to the magic mirror, a massive silver mirror framed in black marble, intricately carved with complex patterns. Its surface was smooth as water, reflecting a clear image, yet lacking any distinct features, it emanated a mysterious vibe. As her reflections appeared in the mirror, a blurred image emerged, highlighting her proud and brooding expression."
王后站在魔镜前，神情专注地等待着魔镜的回答。,新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)站在魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)前，神情专注地等待着魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)的回答。,"(a queen in a dimly lit chamber, beautiful detailed eyes, beautiful detailed lips, striking beauty, fair skin, deep brown curly hair cascading down her shoulders, wearing a luxurious black and red satin gown with intricate golden thread embroidery, adorned with elegant jade jewelry, necklaces and earrings complementing her attire, multiple rings on her fingers, commanding presence, hint of arrogance, enchanting atmosphere) BREAK (a massive silver enchanted mirror with a black marble frame intricately carved, surface shimmering like still water, reflecting images with perfect clarity, aura of mystery) (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, realistic, photorealistic, beautiful lighting, rich colors, sharp focus, extreme detail",,"The new queen, a woman of about forty, stood before the enchanted mirror, her expression focused as she awaited its response. She possessed a striking beauty that carried an air of severity, with fair skin and deep brown curly hair cascading down her shoulders. Her eyes, a rich dark brown, were set against the luxurious black and red satin gown she wore, which was adorned with intricate golden thread embroidery at the hem. Elegant jade jewelry accentuated her look, with necklaces and earrings complementing her attire, while multiple rings decorated her fingers. Her noble bearing was tinged with a hint of arrogance, creating a commanding presence in the dimly lit chamber.

The enchanted mirror itself was a massive silver reflection, its frame crafted from black marble intricately carved with elaborate patterns. The surface shimmered like still water, capable of reflecting images with perfect clarity, devoid of any distinctive appearance but exuding an aura of mystery. As she stood, the anticipation in the air thickened, reflecting her eagerness and the silent tension of the moment."
魔镜的表面泛起奇异的光芒，显示出白雪公主比王后美丽的画面。,魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)的表面泛起奇异的光芒，显示出白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)比新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)美丽的画面。,"(a stunning adult Snow White, age sixteen, skin as white as snow, rosy cheeks, long black hair to her waist, light blue silk gown with exquisite lace, silver high heels, gentle yet dignified expression) BREAK (a new queen, age forty, fair skin, deep brown wavy hair, dark brown piercing eyes, satin gown black and red with golden thread embroidery, jade jewelry necklace and earrings, multiple rings on fingers, air of nobility with a hint of arrogance) (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), vibrant colors, soft lighting",,"The surface of the magic mirror shimmered with a strange light, revealing a stunning image of Snow White as an adult. She appeared as a young woman of about fifteen or sixteen, her skin remaining as white as snow, with rosy cheeks. Her long black hair cascaded down to her waist, and she wore a delicate light blue silk gown adorned with exquisite lace. On her feet, she wore silver high heels, and her expression was gentle yet dignified.

In contrast, the image of the new queen was displayed next to her. This woman, around forty years old, possessed a beauty that was slightly austere. Her fair skin complemented her deep brown, wavy hair, and her dark brown eyes held a piercing gaze. She donned a satin gown that was a striking interplay of black and red, the hem embellished with golden thread embroidery. Dressed in jade jewelry, including a necklace and earrings, her fingers were adorned with multiple rings. She exuded an air of nobility, tempered by a hint of arrogance."
新王后面容扭曲，眼中充满愤怒，双手紧握成拳。,新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)面容扭曲，眼中充满愤怒，双手紧握成拳。,"(a striking and slightly austere queen in her forties with fair skin and deep brown curled hair, deep brown eyes filled with anger, contorted countenance, tightly clenched fists, dressed in a long gown of black and red satin with gold-thread embroidery at the hem, exuding nobility and a hint of arrogance, adorned with jade necklace, earrings, multiple rings on her fingers) (dramatic lighting, rich colors, royal palace background) (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), vivid colors, sharp focus, extreme detail",,"The new queen, a woman in her forties with a beauty that is both striking and slightly austere, has fair skin and deep brown curled hair. Her deep brown eyes are filled with anger, and her countenance is contorted as she clenches her fists tightly. She is dressed in a long gown of black and red satin, adorned with gold-thread embroidery at the hem. Exuding an air of nobility, her presence also carries a hint of arrogance, accentuated by the jade necklace and earrings she wears, along with multiple rings on her fingers."
宫廷内，王后威严地向武士下达命令，她的表情冷酷而决绝，手指向远方示意武士离开。,宫廷内，新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)威严地向武士(character features: 一位壮年男子，约三十五岁，身材魁梧，留着短发，肤色黝黑，身穿铁灰色铠甲，腰间佩带一把锋利的长剑，脚穿厚重的皮靴，神情严肃且忠诚。)下达命令，她的表情冷酷而决绝，手指向远方示意武士(character features: 一位壮年男子，约三十五岁，身材魁梧，留着短发，肤色黝黑，身穿铁灰色铠甲，腰间佩带一把锋利的长剑，脚穿厚重的皮靴，神情严肃且忠诚。)离开。,"a queen in a palace, a woman in her forties with fair skin, deep brown curly hair, dark brown eyes, wearing a long dress of black and red brocade with golden embroidery, accessorized with an emerald necklace and earrings, multiple rings on her fingers, slightly stern yet beautiful features, commanding a warrior, a robust man around thirty-five years old with a strong build, short hair, dark skin, dressed in iron-gray armor with a sharp longsword at his waist and heavy leather boots, her cold and decisive expression as she gestures to the distance, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic:1.37), vivid colors, HDR, sharp focus, studio lighting",,"In the palace, the new queen, a woman in her forties with a beautiful yet slightly stern appearance, fair skin, deep brown curly hair, and dark brown eyes, was wearing a long dress made of black and red brocade adorned with golden embroidery. She accessorized with an emerald necklace and earrings, while multiple rings adorned her fingers, giving her an air of nobility tinged with a hint of arrogance. She commanded a warrior, a robust man about thirty-five years old, with a strong build, short hair, dark skin, dressed in iron-gray armor, and a sharp longsword at his waist, encased in heavy leather boots. Her expression was cold and decisive as she gestured toward the distance, indicating that the warrior should leave."
森林中，武士抽出刀对准白雪公主，但看到公主正在采花，纯洁善良的模样让他停下了动作，他的脸上露出挣扎与不忍的神情。,森林中，武士(character features: 一位壮年男子，约三十五岁，身材魁梧，留着短发，肤色黝黑，身穿铁灰色铠甲，腰间佩带一把锋利的长剑，脚穿厚重的皮靴，神情严肃且忠诚。)抽出刀对准白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)，但看到白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)正在采花，纯洁善良的模样让他停下了动作，他的脸上露出挣扎与不忍的神情。,"a samurai, a stout man around thirty-five years old with short hair and dark skin, dressed in iron-gray armor and wearing a sharp longsword at his waist, standing in a forest with a serious and loyal expression, drawing his sword and aiming it at Snow White, an adult girl of about fifteen or sixteen with skin as white as snow and rosy cheeks, flowing black hair to her waist, wearing a light blue silk gown with exquisite lace decorations and silver high heels, exuding a gentle and dignified demeanor, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), HDR, studio lighting, vivid colors, emotional tension, conflict",,"In the forest, a samurai, a stout man around thirty-five years old with short hair and dark skin, dressed in iron-gray armor and wearing a sharp longsword at his waist, stood with a serious and loyal expression. He drew his sword and aimed it at Snow White, now an adult. She was a girl of about fifteen or sixteen, her skin still as white as snow and her rosy cheeks contrasting against her flowing black hair that fell to her waist. She wore a light blue silk gown adorned with exquisite lace decorations and silver high heels, exuding a gentle and dignified demeanor. However, when the samurai saw her delicately picking flowers, her pure and kind appearance made him halt his movement. The struggle and reluctance were evident on his face as he wrestled with his conflicting emotions."
武士宰杀了一头猪，取下心和舌头放入容器中，随后他转身朝皇宫方向走去，背影坚定。,武士(character features: 一位壮年男子，约三十五岁，身材魁梧，留着短发，肤色黝黑，身穿铁灰色铠甲，腰间佩带一把锋利的长剑，脚穿厚重的皮靴，神情严肃且忠诚。)宰杀了一头猪，取下心和舌头放入容器中，随后他转身朝皇宫方向走去，背影坚定。,"a stout samurai with a serious expression and dark complexion, around thirty-five years old, wearing iron-gray armor and heavy leather boots, sharp longsword at his waist, after slaughtering a pig with its heart and tongue in a container, walking resolutely towards the palace, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, realistic, photorealistic, dramatic lighting, vivid colors, traditional Japanese palace in the background, intense atmosphere",,"A samurai, characterized by his stout build and a short haircut, about thirty-five years old, with a dark complexion, donned iron-gray armor. He carried a sharp longsword at his waist and wore heavy leather boots. His expression was serious and loyal. After slaughtering a pig and placing its heart and tongue into a container, he turned and made his way toward the palace, his posture resolute."
白雪公主听到猫头鹰叫声，走在阴森的森林中，表情惊恐。突然，她看到一栋小木屋，脸上露出又惊又喜的神情。,白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)听到猫头鹰叫声，走在阴森的森林中，表情惊恐。突然，她看到一栋小木屋，脸上露出又惊又喜的神情。,"Snow White (adult) as a young girl with pure white skin, rosy cheeks, long black hair cascading down to her waist, wearing a light blue silk gown with exquisite lace decorations and silver high-heeled shoes, walking through a gloomy forest with a terrified expression as she hears an owl's call, spotting a small wooden cottage in the distance revealing a mix of surprise and joy, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic:1.37), dark forest lighting, vivid colors, sharp focus, extreme detail, enchanting atmosphere",,"Snow White (adult) is portrayed as a young girl around fifteen or sixteen years old. Her skin remains as pure and white as snow, her cheeks are flushed with a rosy hue, and her long black hair cascades down to her waist. She wears a light blue silk gown adorned with exquisite lace decorations and silver high-heeled shoes, exuding a gentle and dignified demeanor. As she walks through the gloomy forest, she hears the call of an owl and her expression turns to one of terror. Suddenly, she spots a small wooden cottage, and her face reveals a mix of surprise and joy."
白雪公主进入小木屋，看到整齐排列的七张小床，疲惫的她躺在上面睡着了。,白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)进入小木屋，看到整齐排列的七张小床，疲惫的她躺在上面睡着了。,"(Snow White (Adult) (character features: a girl of about sixteen, with skin as white as snow, rosy cheeks, long black hair cascading down to her waist, wearing a light blue silk gown adorned with exquisite lace, silver high-heeled shoes, gentle and dignified expression) inside a cozy cabin with wooden walls, seven neatly arranged little beds in soft, warm light, surrounded by a serene forest scene visible through a window, peaceful atmosphere, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), warm colors, soft lighting, inviting ambiance",,"Snow White (Adult) (character features: a girl of about fifteen or sixteen, with skin as white as snow, rosy cheeks, long black hair cascading down to her waist, wearing a light blue silk gown adorned with exquisite lace, and silver high-heeled shoes, her demeanor gentle and dignified) entered the small cabin and, upon seeing the seven neatly arranged little beds, lay down on one, exhausted, and fell asleep."
傍晚，七个小矮人扛着锄头回来，看到白雪公主睡在他们的床上，小矮人们露出疑惑的表情。,傍晚，七个小矮人(character features: 七位身材矮小的男子，年龄各异，从二十岁到五十岁不等，留着各式胡须和发型，皮肤粗糙，穿着简单的工作服，颜色分别为深蓝、绿色、棕色、灰色、橙色、紫色和红色，脚穿结实的皮靴，每个人都有独特的神态和动作。)扛着锄头回来，看到白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)睡在他们的床上，小矮人们露出疑惑的表情。,"seven dwarfs with distinct beards and hairstyles, short men in their twenties to fifties wearing simple work clothes of deep blue, green, brown, gray, orange, purple, and red, sturdy leather boots, carrying hoes, entering a cozy room, discovering Snow White, a young girl with skin as white as snow, rosy cheeks, long black hair cascading to her waist, wearing a light blue silk gown adorned with delicate lace and silver high-heeled shoes, sleeping peacefully on their beds, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, realistic, studio lighting, vivid colors, soft warm light, enchanting atmosphere",,"In the evening, seven dwarfs, short men of varying ages from their twenties to fifties, each with distinct beards and hairstyles, rugged skin, and dressed in simple work clothes of deep blue, green, brown, gray, orange, purple, and red, with sturdy leather boots on their feet, returned home carrying their hoes. As they entered, they discovered Snow White, a young girl of about fifteen or sixteen, with skin as white as snow, rosy cheeks, and long black hair cascading down to her waist. She was wearing a light blue silk gown adorned with delicate lace and silver high-heeled shoes, sleeping peacefully on their beds. The dwarfs exchanged puzzled glances, bewildered by the sight before them."
新王后站在魔镜前，魔镜的表面映出文字回答，显示白雪公主在森林中和七个小矮人过着快乐幸福的生活。,新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)站在魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)前，魔镜(character features: 一面巨大的银色镜子，边框由黑色大理石制成，雕刻着复杂的花纹，表面光滑如水，能反射出清晰的画面，没有任何外貌特征，但散发出神秘的气息。)的表面映出文字回答，显示白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)在森林中和七个小矮人(character features: 七位身材矮小的男子，年龄各异，从二十岁到五十岁不等，留着各式胡须和发型，皮肤粗糙，穿着简单的工作服，颜色分别为深蓝、绿色、棕色、灰色、橙色、紫色和红色，脚穿结实的皮靴，每个人都有独特的神态和动作。)过着快乐幸福的生活。,"(a beautiful woman with fair skin, deep brown curly hair, brown eyes, strikingly beautiful yet slightly icy appearance, wearing a long black and red satin gown with intricate gold embroidery, jade necklace and earrings, multiple rings on her fingers, standing in front of a colossal silver magic mirror framed in black marble, awaiting its response, (BREAK) (young woman, Snow White, age fifteen, skin as pure as snow, rosy cheeks, long black hair, light blue silk gown embellished with delicate lace, silver high-heeled shoes, gentle and dignified demeanor, (BREAK) (seven dwarfs of varying ages from twenty to fifty, each with unique beards and hairstyles, clad in simple work clothes of deep blue, green, brown, gray, orange, purple, and red, sturdy leather boots, distinct expressions and movements, joyful camaraderie in an enchanted forest, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic:1.37), vivid colors, soft lighting, mystical aura, sharp focus",,"The new queen, a woman around forty years old with a strikingly beautiful yet slightly icy appearance, possessed fair skin and deep brown curly hair. Her brown eyes glimmered with a noble yet somewhat haughty air as she wore a long gown of black and red satin, the hem adorned with intricate gold embroidery. Her ensemble was completed by a jade necklace and earrings, along with multiple rings on her fingers, exuding a sense of elegance mixed with arrogance.

Standing before the magic mirror, a colossal silver mirror framed in black marble with intricately carved patterns, the surface of which shone as smooth as water and reflected a clear image while radiating a mysterious aura, the queen awaited its response. The magical surface displayed words revealing that Snow White, now a young woman aged fifteen or sixteen, with skin as pure as snow and rosy cheeks, had long black hair cascading down to her waist. She was dressed in a light blue silk gown embellished with delicate lace, wearing silver high-heeled shoes, and her demeanor was gentle and dignified.

In the enchanted forest, Snow White was living a joyful and happy life alongside the seven dwarfs, each one a small-statured man of varying ages from twenty to fifty, each with unique beards and hairstyles, their rough skin clad in simple work clothes of deep blue, green, brown, gray, orange, purple, and red, all paired with sturdy leather boots. Each dwarf exhibited distinct expressions and movements, adding to the lively scene of their camaraderie."
王后打扮成老太婆的模样，提着一篮鲜红的苹果，苹果上涂着她调配的毒药，来到小矮人的小木屋前。,新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)打扮成老太婆的模样，提着一篮鲜红的苹果，苹果上涂着她调配的毒药，来到小矮人的小木屋前。,"A new queen in her forties with a beautiful yet somewhat severe appearance, fair skin, deep brown curly hair, deep brown eyes, wearing a black and red satin gown with golden silk embroidery, adorned with an exquisite jade necklace, earrings, and multiple rings exuding nobility and arrogance, approaching a small wooden cottage of dwarfs, carrying a basket filled with bright red apples coated with poison, (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic,photo-realistic:1.37), dramatic lighting, vivid colors, mystical atmosphere",,"The new queen, a woman in her forties with a beautiful yet somewhat severe appearance, had fair skin and deep brown curly hair. Her deep brown eyes were set against a backdrop of a black and red satin gown, the hem embellished with golden silk embroidery. She wore an exquisite jade necklace and earrings, and multiple rings adorned her fingers, exuding an air of nobility mingled with a hint of arrogance. Disguised as an old woman, she approached the small wooden cottage of the dwarfs, carrying a basket filled with bright red apples, each coated with the poison she had concocted."
白雪公主倒在地上，手中还拿着那个被咬了一口的毒苹果，坏心的王后在一旁大笑着。,白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)倒在地上，手中还拿着那个被咬了一口的毒苹果，坏心的新王后(character features: 一位约四十岁的女子，容貌美丽但略显冷峻，皮肤白皙，留着深棕色卷发，眼睛呈深褐色，身穿黑色与红色相间的锦缎长裙，裙摆点缀金线刺绣，佩戴翡翠项链和耳环，手指戴着多枚戒指，气质高贵却透着一丝傲慢。)在一旁大笑着。,"(Snow White, adult, around sixteen years old, skin as white as snow, rosy cheeks, long black hair cascading to her waist, light blue silk gown adorned with delicate lace decorations, silver high-heeled shoes, gentle and dignified expression) BREAK (wicked queen, about forty years old, beautiful yet austere appearance, fair skin, deep brown curls, dark brown eyes, black and red satin gown with gold thread embroidery, jade necklace and earrings, multiple rings on fingers, noble demeanor with hint of arrogance) in a lush enchanted forest, dappled sunlight filtering through the leaves, (best quality,4k,highres,masterpiece:1.2), ultra-detailed, realistic, vivid colors, soft lighting, fantasy art style",,"Snow White (adult), a girl around fifteen or sixteen years old, lay on the ground with skin as white as snow, rosy cheeks, and long black hair cascading down to her waist. She wore a light blue silk gown adorned with delicate lace decorations and silver high-heeled shoes, her expression gentle and dignified. 

Nearby, the wicked queen, a woman of about forty with a beautiful yet somewhat austere appearance, stood laughing. She had fair skin, deep brown curls, and dark brown eyes. Clad in a black and red satin gown with gold thread embroidery embellishing the hem, she wore a jade necklace and earrings, her fingers adorned with multiple rings. Her noble demeanor was tinged with a hint of arrogance."
小矮人们抬着白雪公主放在装满鲜花的玻璃棺材内，周围是哭泣的小矮人和哀伤的小动物们，邻国的王子站在一旁注视着玻璃棺材中的白雪公主。,七个小矮人(character features: 七位身材矮小的男子，年龄各异，从二十岁到五十岁不等，留着各式胡须和发型，皮肤粗糙，穿着简单的工作服，颜色分别为深蓝、绿色、棕色、灰色、橙色、紫色和红色，脚穿结实的皮靴，每个人都有独特的神态和动作。)抬着白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)放在装满鲜花的玻璃棺材内，周围是哭泣的小矮人和哀伤的小动物们，邻国王(character features: 一位中年男子，面容威严，身穿华丽的金色王袍，头戴镶嵌宝石的皇冠，腰间悬挂精致的宝剑，行走时步伐沉稳。)子站在一旁注视着玻璃棺材中的白雪公主（成年）(character features: 一位十五六岁的少女，皮肤依旧如雪般洁白，双颊红润，黑色长发披散至腰间，身穿浅蓝色的丝质长裙，裙子上有精致的蕾丝装饰，脚穿银色高跟鞋，神态温柔而端庄。)。,"(seven dwarfs, short men of varying ages, different beards and hairstyles, rough skin, dressed in simple work clothes of deep blue, green, brown, gray, orange, purple, and red, sturdy leather boots, unique expressions and movements, carrying Snow White) BREAK (Snow White, girl of fifteen or sixteen, skin as white as snow, rosy cheeks, long black hair down to her waist, wearing light blue silk gown with delicate lace, silver high heels, gentle and dignified demeanor) BREAK (king from a neighboring kingdom, middle-aged man with imposing presence, ornate golden robe, crown set with jewels, finely crafted sword hanging at waist, steady deliberate steps, gazing at Snow White in glass coffin surrounded by flowers, weeping dwarfs and sorrowful little animals) (best quality,4k,8k,highres,masterpiece:1.2), ultra-detailed, (realistic,photorealistic:1.37), vivid colors, HDR, studio lighting, sharp focus, extreme detail, fantasy art style",,"Seven Dwarfs, characterized as seven short men of varying ages from twenty to fifty, each sporting different types of beards and hairstyles, with rough skin. They are dressed in simple work clothes of deep blue, green, brown, gray, orange, purple, and red, wearing sturdy leather boots. Each dwarf displays a unique expression and movement as they carry Snow White, now an adult. Snow White is depicted as a girl of about fifteen or sixteen, with skin as white as snow and rosy cheeks. Her long black hair flows down to her waist, and she wears a light blue silk gown adorned with delicate lace, paired with silver high heels. Her demeanor is gentle and dignified. Surrounding them are the weeping dwarfs and sorrowful little animals gathered around a glass coffin filled with flowers. Nearby stands the king from a neighboring kingdom, a middle-aged man with an imposing presence. He is clad in an ornate golden robe and wears a crown set with jewels, a finely crafted sword hanging at his waist. As he walks, his steps are steady and deliberate as he gazes at Snow White in the glass coffin."
